,teamname,outs,base_state_retro,chosen_runner_strategy,model_optimal_strategy,chosen_strategy_payoff,model_optimal_payoff,payoff_diff,sp1,sp2,speed_1b,speed_2b,speed_3b,arm_strength
4678,TBA,1,11,"[3, 2]","[2, 3]",0.779,0.7639448,0.015055200000000046,0.9497330432542296,0.9998392496437236,,26.1,27.3,95.0
4679,ATL,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.027289343946598703,0.9586148050929139,28.0,,27.9,91.3
4681,ATL,1,110,[],[],0.0,0.0,0.0,0.1395598049898681,0.23484560725554035,26.2,26.4,,100.4
4682,ATL,1,11,[3],[3],0.737,0.6828584,0.05414160000000001,0.07881481304913404,0.9394241521690296,,26.0,27.6,101.3
4684,ATL,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.09638398154960276,0.9982295015241834,26.2,,27.6,94.3
4685,ATL,1,110,[],[],0.0,0.0,0.0,0.10556400759501275,0.11503117773467696,28.1,27.6,,97.1
4686,PHI,1,110,[],[],0.0,0.0,0.0,0.12837410411506336,0.7636480923006611,30.3,28.8,,95.0
4687,ATL,1,11,[],[],0.0,0.0,0.0,0.00512968201804256,0.0423803172962629,,27.6,28.0,99.3
4688,ATL,1,11,[3],"[2, 3]",0.41,0.7488896,-0.33888960000000007,0.8842795985058706,0.9953081171756955,,28.0,27.6,92.0
4689,SLN,1,110,"[2, 1]","[1, 2]",0.1469999999999999,0.0988559999999999,0.048144000000000006,0.8889091240381111,0.9869649140711833,26.7,25.6,,91.8
4690,CIN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.4827308103971461,0.9998122930281869,28.8,,29.2,95.0
4691,CIN,1,110,[],[],0.0,0.0,0.0,0.014374585196573387,0.7609170082833893,30.5,28.8,,92.1
4692,ATL,1,11,[3],[3],0.737,0.7242607999999999,0.012739200000000062,0.7924729707840173,0.9650911540942061,,27.6,26.4,92.9
4693,ATL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.46607748778560737,0.9994141878534852,27.6,,26.2,91.7
4694,ATL,1,11,[3],"[2, 3]",0.737,0.7714724000000001,-0.03447240000000007,0.9555375662943706,0.9998261084313671,,28.1,27.9,97.2
4698,COL,1,110,[],[],0.0,0.0,0.0,0.05704051987697653,0.6359949577575884,28.0,23.6,,95.7
4700,ATL,1,110,[],[],0.0,0.0,0.0,0.005203687151080416,0.49999728708478663,26.4,26.6,,102.6
4702,ATL,0,110,[],[],0.0,0.0,0.0,1.82740397809627e-05,0.007057840843587359,28.0,27.9,,94.2
4704,ATL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.6554985689557845,0.9977576554889981,28.8,,26.2,93.1
4705,LAN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.5035866378767608,0.9967915414032972,27.7,26.9,,89.3
4707,LAN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.38089191152254054,0.9953474253022345,26.9,26.4,,89.3
4708,NYN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0066219745162685115,0.9692969205489061,28.6,,28.1,95.7
4709,ATL,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.13441830834294152,0.9924315089198511,26.2,27.9,,97.8
4710,CHN,0,110,[],[2],0.0,0.2598912,-0.2598912,0.006571419759658901,0.5489682191069206,28.5,27.7,,102.6
4711,COL,1,110,[2],[2],0.0549999999999999,0.0143632,0.040636799999999904,0.04972059392451211,0.8944062177160526,25.8,26.4,,98.2
4712,CHN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0016796603546065058,0.47975294607715324,28.4,,28.6,101.3
4713,LAN,0,110,[],[],0.0,0.0,0.0,0.0017348115582598647,0.16169706350576477,27.2,26.7,,98.2
4714,LAN,0,110,[],[],0.0,0.0,0.0,0.0009947884804279998,0.005923998955416756,27.8,27.2,,93.4
4715,CHN,0,11,[],[],0.0,0.0,0.0,0.17945735181856437,0.2176934895295339,,27.3,28.4,93.1
4717,CHN,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.004560049608090657,0.9503053917679698,25.5,,27.3,93.0
4719,CHN,1,110,[],"[1, 2]",0.0,0.0747839999999999,-0.0747839999999999,0.8098578524129032,0.997587155784274,28.3,28.5,,93.2
4720,MIA,0,110,[],[],0.0,0.0,0.0,0.0007230184915684285,0.02447619396853311,28.4,27.7,,98.2
4721,CHN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.05305636701954876,0.9979317084255485,27.7,,28.5,97.0
4723,CHN,0,110,[],[2],0.0,0.1764143999999999,-0.1764143999999999,0.002195482093416064,0.4686922840963685,27.3,28.5,,99.3
4724,CHN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.1462501540176878,0.9916040899380568,27.3,28.5,,90.1
4725,CHN,1,110,"[2, 1]",[2],0.1469999999999999,0.0042039999999999,0.142796,0.041117576832148985,0.8377728862266867,27.3,28.6,,98.6
4726,CHN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.023558808558136995,0.9896704214164709,28.3,,27.3,99.2
4727,CHN,0,11,[3],[3],0.28,0.28,0.0,0.15987613378504648,0.9895968179418657,,28.3,28.5,93.1
4728,PIT,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.016398916615174987,0.9931174501482329,27.1,,27.8,100.6
4729,PIT,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.012043169345913981,0.3421117031909265,28.4,28.4,,98.2
4730,PIT,1,110,[2],"[1, 2]",0.0549999999999999,0.0747839999999999,-0.019784000000000003,0.8281048590109197,0.9991520627393404,28.4,28.4,,98.2
4731,CHN,0,11,[3],"[2, 3]",0.28,0.3175591999999999,-0.03755919999999985,0.5966381558546051,0.9968378555978961,,28.3,28.5,93.3
4732,ATL,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.2092801463913235,0.980023751173819,28.0,25.9,,95.4
4733,CHN,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.48416356171513436,0.9968220088805244,25.5,28.4,,95.7
4734,CHN,1,110,[],[],0.0,0.0,0.0,3.8176141616963106e-05,0.00658196957988183,27.3,25.5,,95.7
4735,ATL,0,110,[],[],0.0,0.0,0.0,0.018209212584596433,0.082218281474186,27.6,28.0,,89.8
4736,ATL,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.968741026929168,0.999860895287639,,27.6,27.6,89.8
4737,CIN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.4127613979740928,0.999389389796824,28.4,,27.5,95.4
4739,CHA,0,110,[],[],0.0,0.0,0.0,0.0001380032477212683,0.024046640238372684,27.0,25.5,,95.4
4740,CHA,1,110,[],[],0.0,0.0,0.0,0.0014086358703343659,0.2786010021299676,27.6,27.6,,95.4
4741,CHN,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.017602767072601423,0.9840512647647178,27.3,,26.2,92.8
4742,SLN,1,110,[],[],0.0,0.0,0.0,9.707874617256741e-05,0.14895944479281437,25.6,28.8,,95.4
4743,CHN,1,110,[],[],0.0,0.0,0.0,0.002548017487340734,0.6058159621081339,27.7,28.5,,92.0
4744,SLN,1,110,[],[],0.0,0.0,0.0,0.0027920468820040304,0.013599701760081625,27.3,24.9,,93.4
4745,CHN,1,110,[],[],0.0,0.0,0.0,0.00021380498002734687,0.029356233811551377,28.3,27.3,,92.0
4747,CHN,1,101,[3],[3],-0.498,0.3869123999999999,-0.8849123999999999,0.002101669673989805,0.5822500417717625,28.6,,27.7,91.1
4749,PHI,1,11,[3],[3],0.737,0.3670323999999999,0.36996760000000006,0.006342114121558138,0.5780283560404939,,26.6,30.3,100.6
4750,CHN,1,110,[],[],0.0,0.0,0.0,0.005695395036186513,0.6153789481451397,28.4,28.5,,96.9
4751,SLN,1,110,[],[],0.0,0.0,0.0,0.008500499798690466,0.2953708538450744,26.7,25.6,,100.6
4752,CHN,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.036195304087777505,0.8581899449400567,30.0,28.4,,98.6
4753,MIN,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.004191313752231407,0.9839157336969349,26.7,,28.6,100.6
4754,CHN,1,110,[],[2],0.0,0.0042039999999999,-0.0042039999999999,0.01586085228645474,0.8615175194555476,27.3,27.7,,96.2
4755,PIT,1,11,"[3, 2]",[3],0.779,0.3941032,0.38489680000000004,0.06384712202869838,0.6065201279401988,,28.8,27.7,100.6
4756,CHN,0,11,"[3, 2]","[2, 3]",-1.04,0.2761399999999999,-1.3161399999999999,0.6388890311962846,0.8500878033016498,,28.5,27.3,93.3
4757,CHN,0,110,[],[2],0.0,0.5845232,-0.5845232,0.23744256101747266,0.9030681698746993,28.5,27.3,,101.3
4758,NYA,1,101,[3],[3],0.7290000000000001,0.603846,0.1251540000000001,0.0008795427109234139,0.8467849315246807,24.7,,28.4,93.4
4760,CHN,1,110,[],[],0.0,0.0,0.0,0.028609723732912637,0.6675908865099193,28.3,28.5,,94.3
4762,WAS,1,110,[],[],0.0,0.0,0.0,0.17170871414152267,0.717747541163956,29.3,28.6,,93.4
4763,CIN,1,110,[],[],0.0,0.0,0.0,0.0037965512721482783,0.14484964793926458,25.0,28.3,,93.4
4764,CIN,1,110,[],[],0.0,0.0,0.0,0.008885161135963146,0.033611022491660175,28.3,28.4,,93.4
4765,CHN,0,110,[],[2],0.0,0.4268448000000001,-0.4268448000000001,0.003188337653116293,0.7275049117932142,27.3,28.5,,92.9
4766,CHN,1,110,"[2, 1]",[2],0.1469999999999999,0.0346815999999999,0.11231840000000001,0.09528463376468548,0.9548756121856966,27.3,28.5,,93.2
4767,CHN,1,110,[],[],0.0,0.0,0.0,0.005824319509235435,0.10748565128511331,27.3,28.5,,94.8
4768,CIN,1,110,[],[2],0.0,0.0245224,-0.0245224,0.19920067317172474,0.9232904342501,27.8,26.0,,98.3
4771,MIL,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.03767536154733014,0.7974101842068279,28.6,25.3,,92.9
4772,CIN,0,101,[],[],0.0,0.0,0.0,3.859043406782777e-05,0.22710701796177857,28.4,,30.5,93.4
4774,ANA,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.25848069156062836,0.9667145104233356,26.8,27.4,,94.7
4775,PHI,1,101,[3],[3],0.7290000000000001,0.1366043999999999,0.5923956000000001,0.0006145450843535278,0.298583000246725,27.2,,26.6,94.7
4776,PHI,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.24411273865034622,0.9983929401357957,26.6,30.3,,94.7
4777,BAL,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.007485094123895631,0.3363413912818817,27.0,28.8,,94.8
4779,ARI,0,11,[3],[3],0.28,0.2669248000000001,0.013075199999999954,0.2130261114549665,0.9730462575443463,,27.1,26.4,91.7
4780,CIN,1,11,[3],[3],0.737,0.1504659999999999,0.5865340000000001,0.0038561097862715075,0.3485120663136233,,28.8,27.8,93.9
4784,CIN,1,110,[],[],0.0,0.0,0.0,2.64182450428044e-05,0.000290973033059268,28.0,29.2,,93.9
4785,LAN,1,110,[],"[1, 2]",0.0,0.0627479999999999,-0.0627479999999999,0.7957543939194062,0.994846011381009,28.6,26.7,,94.7
4786,SLN,1,110,[],[2],0.0,0.0245224,-0.0245224,0.14158104257838064,0.9168711022922571,27.3,26.4,,91.7
4787,SLN,1,110,[],[],0.0,0.0,0.0,2.6264219541565853e-05,0.0011133625523493435,27.1,28.3,,94.7
4788,CIN,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9891742615102529,0.9907228751774698,,27.8,27.4,92.0
4789,CHN,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.5982017571912291,0.9979906120390758,28.4,28.3,,93.2
4790,BOS,1,101,"[3, 1]",[3],0.829,0.2867892,0.5422107999999999,0.00449858600420329,0.46871501581462255,27.1,,29.5,94.7
4791,CIN,1,101,"[3, 1]",[3],0.829,0.7172208,0.11177919999999997,0.12011735217042925,0.9835482629416186,26.9,,29.2,96.1
4792,PIT,0,110,[2],[2],0.6679999999999999,0.5566975999999999,0.11130240000000002,0.001754488995615922,0.8800337133985258,22.8,28.6,,94.7
4793,CIN,1,110,"[2, 1]",[2],0.1469999999999999,0.0143632,0.13263679999999992,0.06368252192315153,0.8906490279239057,26.9,28.0,,101.3
4794,CIN,1,110,[],[],0.0,0.0,0.0,0.21011061265149755,0.7116406701647604,30.5,28.4,,102.6
4797,CIN,1,11,[3],"[2, 3]",0.737,0.7714724000000001,-0.03447240000000007,0.9739178671340091,0.9869975761282067,,28.8,29.1,92.0
4799,CIN,0,110,[],[2],0.0,0.6679999999999999,-0.6679999999999999,0.27993684143643527,0.9917883770603663,28.4,27.5,,95.6
4800,MIA,0,110,[],[2],0.0,0.2877167999999999,-0.2877167999999999,0.016183899521488812,0.5945162060018215,27.7,28.4,,91.7
4802,MIA,1,110,[],[],0.0,0.0,0.0,0.0006046329718256922,0.12889360449576814,27.5,27.6,,91.7
4803,MIA,0,110,[],[],0.0,0.0,0.0,0.00013438730655770633,0.00760731637142199,27.6,26.9,,91.7
4804,MIA,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.000846945061387693,0.33593640918053247,27.1,28.4,,91.7
4805,MIA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.5687242947506564,0.9973673437448624,27.6,27.5,,91.7
4806,CIN,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.11963924314556995,0.9656584603616857,28.3,26.9,,95.4
4807,SLN,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.3832966034341585,0.9975138701251602,27.8,28.5,,92.9
4808,KCA,1,11,[3],[3],0.737,0.7099291999999998,0.027070800000000173,0.2717921581103415,0.9838783776112627,,30.5,28.2,94.8
4809,KCA,0,110,[],[],0.0,0.0,0.0,0.0011323293904552858,0.10698235535114442,29.8,27.1,,92.9
4810,KCA,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.010116460729821015,0.9610271263066821,30.3,,29.8,94.8
4811,KCA,1,11,[3],"[2, 3]",0.737,0.741362,-0.004361999999999977,0.8528823613358246,0.9988670012167684,,25.8,30.5,93.2
4812,CIN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.534623411000573,0.996407947011176,28.4,26.9,,93.7
4814,OAK,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.11240432151738176,0.9983494304342517,29.0,,28.4,93.2
4815,MIL,1,110,[],[],0.0,0.0,0.0,0.0035348043628197585,0.26373976631997054,26.5,30.0,,94.8
4816,MIL,1,11,[3],"[2, 3]",0.737,0.779,-0.04200000000000004,0.994178747479325,0.9997623025464601,,29.4,28.0,93.2
4817,CIN,1,101,[3],[3],0.7290000000000001,0.3618816,0.36711840000000007,0.0024029666073322846,0.5681014524518693,28.8,,29.4,96.3
4819,HOU,1,110,[],[],0.0,0.0,0.0,0.00019647777005077775,0.04823449354449557,27.6,26.3,,92.9
4820,HOU,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9882488019854155,0.9997977648551292,,26.3,26.9,93.2
4821,ATL,1,110,[],[],0.0,0.0,0.0,0.016578922442565057,0.6866643193014454,28.8,26.1,,90.7
4822,CIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.04486830969944316,0.9897745434446854,28.3,,26.9,103.3
4824,COL,1,11,[3],[3],0.737,0.4753155999999999,0.2616844000000001,0.010176474176016533,0.7045018034651108,,25.8,28.4,101.2
4825,COL,1,110,[],[],0.0,0.0,0.0,0.00911490029185254,0.05508600461984865,25.0,25.8,,92.6
4827,ARI,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.2895678158787205,0.999281858178951,26.4,,26.4,101.3
4828,COL,0,110,[],[2],0.0,0.5566975999999999,-0.5566975999999999,0.03472434384615746,0.8729082846457086,28.4,26.4,,92.1
4829,COL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.06500351094406201,0.9988020503381558,26.3,,28.4,95.3
4830,ARI,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.484510099253813,0.9900838561762756,28.0,28.0,,102.6
4832,COL,0,110,[],[],0.0,0.0,0.0,0.0011829994804197078,0.11783406012531614,25.8,28.1,,95.3
4833,SEA,0,110,[],[],0.0,0.0,0.0,3.138788222601941e-05,0.009343873124592783,25.7,25.0,,102.6
4834,SEA,1,110,[],[],0.0,0.0,0.0,0.00016994318892097013,0.003086627110280216,26.7,29.6,,101.3
4835,SEA,0,110,[],[],0.0,0.0,0.0,0.00011461874022563576,0.014734474145035623,25.7,25.0,,102.6
4836,SEA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.19112100312813976,0.98818055919946,25.7,25.0,,92.0
4837,SEA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.6841127471925508,0.9989717440683635,27.6,,25.0,90.0
4839,SDN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.16930293410909372,0.9995007878116856,28.3,,29.3,102.6
4840,SDN,0,110,[],[],0.0,0.0,0.0,0.026372335296208804,0.1794443255875993,29.3,27.6,,92.0
4841,SDN,1,11,[3],[3],0.737,0.6557876,0.08121239999999996,0.2546720952931164,0.921481400399112,,28.5,25.6,102.6
4842,SDN,0,110,[],[2],0.0,0.5566975999999999,-0.5566975999999999,0.04058252394128902,0.8894119378969618,27.6,25.6,,90.0
4843,COL,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.43141588863456715,0.9999679213765467,25.8,,29.9,89.2
4845,HOU,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.2226070292002314,0.9938658795009611,26.3,26.9,,90.0
4846,SFN,0,110,"[2, 1]",[2],0.486,0.4732207999999999,0.012779200000000102,0.3660677734887525,0.8019892267908777,26.1,26.0,,92.1
4847,SFN,1,11,[],[],0.0,0.0,0.0,0.000253390375359326,0.09408299145444092,,28.4,28.1,92.1
4848,TEX,1,11,"[3, 2]",[3],0.779,0.6828584,0.09614160000000005,0.39060780627513114,0.9273456763216663,,29.1,29.1,102.6
4849,COL,1,110,[],[],0.0,0.0,0.0,0.011779756743331767,0.6983267697295479,28.1,26.4,,87.5
4850,PHI,0,110,[],[],0.0,0.0,0.0,0.0016339156420318377,0.007801631342876049,25.0,29.5,,92.0
4851,CLE,1,110,[],[],0.0,0.0,0.0,0.006528547045885987,0.22066893213026692,26.8,27.4,,102.6
4853,COL,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.4058912,0.15310879999999993,0.7440182677406435,0.9995552053331852,,23.6,29.9,95.9
4854,CIN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.1693723374343802,0.9976001779101262,27.8,,27.4,90.0
4855,CIN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.5072853379172696,0.9994230911248163,26.0,28.8,,91.6
4856,COL,1,101,"[3, 1]",[3],0.829,0.7039692000000001,0.1250307999999999,0.0010149085659976232,0.9574668838639778,25.0,,28.1,93.2
4858,COL,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9835627335639864,0.9998576440093723,,25.8,27.6,101.3
4859,COL,0,110,[],[2],0.0,0.0094607999999999,-0.0094607999999999,0.015252246485044314,0.2899097131747416,29.9,26.6,,102.1
4862,COL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.002615568574008051,0.9120942337272876,28.4,,27.4,94.3
4864,WAS,1,110,[],[],0.0,0.0,0.0,0.00011529225984969473,0.006821884569558341,28.0,23.5,,90.0
4865,MIL,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.003349865924723637,0.9313658108988918,28.6,,27.6,102.6
4866,COL,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.03509411661055161,0.9695229412055391,25.8,28.1,,93.4
4867,KCA,0,110,[],[],0.0,0.0,0.0,0.000557532660561388,0.23012822276315317,27.1,27.3,,92.0
4868,KCA,1,11,[3],[3],0.737,0.737,0.0,0.4644795534941963,0.9883205313966826,,27.3,24.3,101.3
4869,BOS,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.41295973088019705,0.9863644390595254,28.9,28.5,,102.6
4871,COL,0,110,[],[2],0.0,0.2877167999999999,-0.2877167999999999,0.0028947289159454662,0.5973526290961573,26.3,26.4,,100.7
4872,BOS,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.9976485407181969,0.9991420345172304,,29.4,29.5,91.6
4873,NYN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.04416926047047485,0.995290038336724,28.1,,28.8,96.1
4874,COL,0,110,[],[2],0.0,0.4453952,-0.4453952,0.012959158212713106,0.7587050573986152,23.6,26.4,,98.3
4875,COL,1,110,[2],"[1, 2]",0.0549999999999999,0.0627479999999999,-0.007747999999999998,0.7973353223790624,0.9991867105745239,26.4,25.8,,89.3
4879,COL,1,110,[],[],0.0,0.0,0.0,0.0849635719742852,0.8338428330463961,28.4,23.6,,95.6
4880,COL,1,110,[],[],0.0,0.0,0.0,0.00046341899261389413,0.0065829711432089134,23.6,27.6,,95.6
4881,COL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.49585872196746383,0.9996538423886203,27.6,,28.6,97.4
4883,BAL,1,101,[],[3],0.0,0.4870356,-0.4870356,0.0004548740699487431,0.6990966497882061,26.7,,26.5,102.6
4884,BAL,1,110,[],[],0.0,0.0,0.0,0.020736908319217626,0.4911629298070455,28.0,29.4,,92.1
4885,BAL,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.47096961115795505,0.9940501974177021,28.8,26.7,,92.0
4886,CHN,0,110,[],[],0.0,0.0,0.0,0.0006975541536508163,0.030209465807195954,27.3,26.1,,102.6
4887,CHN,1,110,[],[],0.0,0.0,0.0,0.005189898942134215,0.4609339189394003,27.3,26.1,,102.6
4890,CHN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.10014010957525975,0.9994338940830287,26.1,,28.3,102.6
4891,COL,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.5235987441917993,0.9970625035076509,28.4,27.4,,88.6
4892,ARI,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.35543966264350907,0.9719539777815477,26.4,26.2,,102.6
4893,COL,1,11,[3],"[2, 3]",0.737,0.779,-0.04200000000000004,0.9951151953460923,0.9984847761208665,,28.6,28.4,88.6
4894,COL,1,110,[],[],0.0,0.0,0.0,0.0020040827972999894,0.2336817157733975,26.3,25.8,,93.7
4895,ARI,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,1.2375374283694216e-05,0.2808284254887763,26.4,,30.1,102.6
4896,COL,0,101,[],[],0.0,0.0,0.0,3.170820195715364e-05,0.040288705569023066,28.1,,27.6,98.6
4898,LAN,1,110,[],[],0.0,0.0,0.0,0.0013947470096795393,0.0034452353524403742,27.8,26.5,,101.3
4899,COL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0049997857515587454,0.7754392770249389,28.1,,27.6,94.0
4900,LAN,1,11,[],[],0.0,0.0,0.0,0.00022656332894522674,0.06693776192290743,,28.3,27.8,101.3
4901,SDN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.13818059203897945,0.9996019867565371,26.3,,28.3,93.7
4902,LAN,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9946719174764087,0.9977829476680492,,27.2,27.7,100.7
4903,SDN,1,101,"[3, 1]",[3],0.829,0.7039692000000001,0.1250307999999999,0.00836999404003347,0.9590946335066957,29.3,,27.6,93.7
4904,LAN,1,110,[],[],0.0,0.0,0.0,0.002092620139784307,0.1122164251762457,27.1,28.9,,89.2
4905,LAN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.15100168108224965,0.9971308554149397,27.2,,26.7,98.6
4906,LAN,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.006604128992356614,0.8019447175118473,26.7,27.2,,98.6
4907,SLN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.4353352,0.12366479999999996,0.7851510119575559,0.9991539940042227,,26.5,26.4,93.0
4908,LAN,1,101,[],[3],0.0,0.2367275999999999,-0.2367275999999999,6.821067371509925e-05,0.40932964151783785,27.7,,28.9,90.8
4909,LAN,1,11,[3],"[2, 3]",-0.59,0.5587099999999999,-1.14871,0.795525226150368,0.7978004552082408,,27.2,26.7,93.7
4910,LAN,1,101,[3],[3],0.7290000000000001,0.6288768,0.10012320000000008,0.00865058239115423,0.874652519695553,26.7,,27.8,96.5
4911,SFN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.010272633559386271,0.9873755317054302,26.0,,27.0,93.7
4912,LAN,0,110,[],[],0.0,0.0,0.0,0.0001675630057361789,0.00020952202873818917,27.8,27.2,,93.9
4913,LAN,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9905812830536895,0.9998053744460944,,27.2,27.7,99.2
4915,LAN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.02942519319334396,0.9968382061707843,26.7,,27.8,94.3
4916,WAS,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.012577631179139443,0.929243655028875,27.2,,23.5,93.7
4917,LAN,1,110,[],[],0.0,0.0,0.0,0.00887601349502981,0.7920745987570915,26.7,27.8,,91.8
4918,NYN,0,11,[],[],0.0,0.0,0.0,0.004190793725251055,0.18521918924357844,,27.1,28.0,102.1
4919,NYN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.17980636741028716,0.9995328743499071,26.0,,27.1,102.1
4920,LAN,1,110,[],[],0.0,0.0,0.0,0.13234637808749747,0.8231227245125106,28.3,28.3,,98.3
4921,LAN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.18589729879263633,0.9981226702788039,28.6,,27.8,96.8
4923,LAN,0,110,[],[],0.0,0.0,0.0,0.00026594917234347697,0.10094174439186314,26.9,27.2,,98.3
4924,LAN,1,110,[],[],0.0,0.0,0.0,0.000315298692177745,0.04307797088714368,27.2,26.7,,95.7
4925,LAN,1,110,"[2, 1]",[2],0.1469999999999999,0.0502191999999999,0.0967808,0.5929033308128073,0.9572010836401913,28.9,28.3,,95.7
